ID,Label,Unit,Group
8355,ICP Pulse Rate,-,VitalSigns 
8356,Umbilical Venous Pressure Pulse Rate,-,VitalSigns 
8357,FAP Pulse Rate,-,VitalSigns 
8358,BAP Pulse Rate,-,VitalSigns 
8359,IC1 Pulse Rate,-,VitalSigns 
8360,Intracranial Pressure ICP2 Pulse Rate,-,VitalSigns 
8361,Pulse Rate (P1),-,VitalSigns 
8362,Pulse Rate (P2),-,VitalSigns 
8363,Pulse Rate (P3),-,VitalSigns 
8364,Pulse Rate (P4),-,VitalSigns 
8365,Pulse Rate from Plethysmogram (Left),-,VitalSigns 
8367,Pleth Wave (Right),-,Waveforms 
8368,Pleth Wave (Left),-,Waveforms 
8369,Calculated SO2,-,VitalSigns 
8370,Airway Respiration Rate (Ohmeda),-,VitalSigns 
8371,Airway Respiration Rate Setting (Ohmeda),-,Settings 
8372,Fresh Gas O2 Concentration,-,OtherMeasuredData 
8373,Manually entered FIO2 or Flow,-,VitalSigns 
8375,Fresh Gas O2 Flow Setting,-,Settings 
8376,Airway Pressure Numeric Value (Ohmeda),-,VitalSigns 
8377,Inspiratory Peak Flow,-,VitalSigns 
8378,Maximum Pressure During Breathing Cycle,-,VitalSigns 
8379,Peak Pressure,-,VitalSigns 
8380,Peak Inspiratory Flow Setting,-,Settings 
8381,Airway Maximum Pressure Setting,-,Settings 
8382,Peak Inspiratory Pressure Setting,-,Settings 
8383,Setting: Inspiratory Pressure (Ohmeda),-,Settings 
8384,Mean Airway Pressure (Ohmeda),-,VitalSigns 
8385,EEG Wave (Left),-,Waveforms 
8386,EEG Wave (Right),-,Waveforms 
8387,% of Power in the Delta Band - 1st EEG,-,VitalSigns 
8388,% of Power in the Delta Band - 2nd EEG,-,VitalSigns 
8389,Percent Delta - Left Side,-,VitalSigns 
8390,Percent Delta - Right Side,-,VitalSigns 
8391,% of Power in the Theta Band (1st EEG),-,VitalSigns 
8392,% of Power in the Theta Band (2nd EEG),-,VitalSigns 
8393,Percent Theta - Left Side,-,VitalSigns 
8394,Percent Theta - Right Side,-,VitalSigns 
8395,Generic Calculation Constant,-,VitalSigns 
8396,Pressure Ventilation Control Pressure,-,VitalSigns 
8397,Right Heart Ejection Fraction,-,VitalSigns 
8398,White Blood Count (Leucocyte Count),-,VitalSigns 
8399,Red Blood Count (Erithrocyte Count),-,VitalSigns 
8400,Mean Corpuscular Volume,-,VitalSigns 
8401,Corpuscular Mean Hemoglobin Content,-,VitalSigns 
8402,Ferrum,-,VitalSigns 
8403,Fetal Hemoglobin,-,VitalSigns 
8404,MetHemoglobin,-,VitalSigns 
8405,Airway Volume Wave,-,Waveforms 
8406,Expiratory Peak Flow,-,VitalSigns 
8407,Expiratory Peak Flow,-,VitalSigns 
8408,The V stands for Volume,-,VitalSigns 
8409,The R stands for Rate,-,VitalSigns 
8410,Adjusted PaCO2 (at Patient Temperature),-,VitalSigns 
8411,Incubator Heating Power,-,OtherMeasuredData 
8412,Actual Patient Age,-,PatientInfo 
8413,The P stands for Pressure,-,VitalSigns 
8414,PCV Apnea Control Pressure Setting,-,Settings 
8415,Fresh Gas Air Flow Setting,-,Settings 
8416,PEEP/CPAP Lower Alarm Limit,-,Settings 
8417,Tidal Volume Upper Alarm Limit,-,Settings 
8418,T-Tre Temperature difference between Temp and Trect,-,VitalSigns 
8419,T-Tbl Temperature difference between Temp and Tblood,-,VitalSigns 
8420,T-Tco Temperature difference between Temp and Tcore,-,VitalSigns 
8421,T-Tsk Temperature difference between Temp and Tskin,-,VitalSigns 
8422,T-Tes Temperature difference between Temp and Tesoph,-,VitalSigns 
8423,T-Tna Temperature difference between Temp and Tnaso,-,VitalSigns 
8424,T-Tar Temperature difference between Temp and Tart,-,VitalSigns 
8425,T-Tve Temperature difference between Temp and Tven,-,VitalSigns 
8426,T-Taw Temperature difference between Temp and Tairwy,-,VitalSigns 
8427,Tre-T Temperature difference between Trect and Temp,-,VitalSigns 
8428,Tre-bl Temperature difference between Trect and Tblood,-,VitalSigns 
8429,Tre-sk Temperature difference between Trect and Tskin,-,VitalSigns 
8430,Tre-aw Temperature difference between Trect and Tairwy,-,VitalSigns 
8431,Temperature difference between Tblood and Temp,-,VitalSigns 
8433,Tbl-aw Temperature difference between Tblood and Tairwy,-,VitalSigns 
8434,Tco-T Temperature difference between Tcore and Temp,-,VitalSigns 
8435,Tco-re Temperature difference between Tcore and Trect,-,VitalSigns 
8436,Tco-bl Temperature difference between Tcore and Tblood,-,VitalSigns 
8437,Tco-sk Temperature difference between Tcore and Tskin,-,VitalSigns 
8438,Tco-es Temperature difference between Tcore and Tesoph,-,VitalSigns 
8439,Tco-na Temperature difference between Tcore and Tnaso,-,VitalSigns 
8440,Tco-aw Temperature difference between Tcore and Tairwy,-,VitalSigns 
8441,Tsk-T Temperature difference between Tskin and Temp,-,VitalSigns 
8442,Tsk-bl Temperature difference between Tskin and Tblood,-,VitalSigns 
8443,Tsk-aw Temperature difference between Tskin and Tairwy,-,VitalSigns 
8444,Tes-T Temperature difference between Tesoph and Temp,-,VitalSigns 
8445,Tes-re Temperature difference between Tesoph and Trect,-,VitalSigns 
8446,Tes-bl Temperature difference between Tesoph and Tblood,-,VitalSigns 
8447,Tes-sk Temperature difference between Tesoph and Tskin,-,VitalSigns 
8448,Tes-na Temperature difference between Tesoph and Tnaso,-,VitalSigns 
8449,Tes-aw Temperature difference between Tesoph and Tairwy,-,VitalSigns 
8450,Tna-T Temperature difference between Tnaso and Temp,-,VitalSigns 
8451,Tna-re Temperature difference between Tnaso and Trect,-,VitalSigns 
8452,Tna-bl Temperature difference between Tnaso and Tblood,-,VitalSigns 
8453,Tna-sk Temperature difference between Tnaso and Tskin,-,VitalSigns 
8454,Tna-aw Temperature difference between Tnaso and Tairwy,-,VitalSigns 
8455,Tar-T Temperature difference between Tart and Temp,-,VitalSigns 
8456,Tar-re Temperature difference between Tart and Trect,-,VitalSigns 
8457,Tar-bl Temperature difference between Tart and Tblood,-,VitalSigns 
8458,Tar-co Temperature difference between Tart and Tcore,-,VitalSigns 
8459,Tar-sk Temperature difference between Tart and Tskin,-,VitalSigns 
8460,Tar-es Temperature difference between Tart and Tesoph,-,VitalSigns 
8461,Tar-na Temperature difference between Tart and Tnaso,-,VitalSigns 
8462,Tar-aw Temperature difference between Tart and Tairwy,-,VitalSigns 
8463,Tve-T Temperature difference between Tven and Temp,-,VitalSigns 
8464,Tve-re Temperature difference between Tven and Trect,-,VitalSigns 
8465,Tve-bl Temperature difference between Tven and Tblood,-,VitalSigns 
8466,Tve-co Temperature difference between Tven and Tcore,-,VitalSigns 
8467,Tve-sk Temperature difference between Tven and Tskin,-,VitalSigns 
8468,Tve-es Temperature difference between Tven and Tesoph,-,VitalSigns 
8469,Tve-na Temperature difference between Tven and Tnaso,-,VitalSigns 
8470,MAC Concentration (Awake),-,VitalSigns 
8471,Tve-ar Temperature difference between Tven and Tart,-,VitalSigns 
8472,Tve-aw Temperature difference between Tven and Tairwy,-,VitalSigns 
8473,Taw-T Temperature difference between Tairwy and Temp,-,VitalSigns 
8474,Taw-re Temperature difference between Tairwy and Trect,-,VitalSigns 
8475,Taw-bl Temperature difference between Tairwy and Tblood,-,VitalSigns 
8476,Taw-co Temperature difference between Tairwy and Tcore,-,VitalSigns 
8477,Taw-sk Temperature difference between Tairwy and Tskin,-,VitalSigns 
8478,Taw-es Temperature difference between Tairwy and Tesoph,-,VitalSigns 
8479,Taw-na Temperature difference between Tairwy and Tnaso,-,VitalSigns 
8480,Taw-ar Temperature difference between Tairwy and Tart,-,VitalSigns 
8481,Taw-ve Temperature difference between Tairwy and Tven,-,VitalSigns 
8483,Generic Agent 1 Wave,-,Waveforms 
8484,End Tidal Generic Agent 1,-,VitalSigns 
8485,Inspired Generic Agent 1,-,VitalSigns 
8486,Generic Agent 2 Wave,-,Waveforms 
8487,End Tidal Generic Agent 2,-,VitalSigns 
8488,Inspired Generic Agent 2,-,VitalSigns 
8489,Adjusted Arterial Blood pH Value,-,VitalSigns 
8490,Adjusted Venous Blood pH Value,-,VitalSigns 
8491,Adjusted PvCO2 (at Patient Temperature),-,VitalSigns 
8492,Adjusted PvO2 (at Patient Temperature),-,VitalSigns 
8493,Generic Calculation Constant,-,VitalSigns 
8501,ECG Lead V Wave,-,Waveforms 
8502,ECG Lead MCL Wave,-,Waveforms 
8503,ECG Lead MCL1 Wave,-,Waveforms 
8510,MAC Concentration,-,VitalSigns 
8511,Pleth Wave (Telemetry),-,Waveforms 
8513,NIBP Systolic (Telemetry),-,VitalSigns 
8514,NIBP Diastolic (Telemetry),-,VitalSigns 
8515,NIBP Mean (Telemetry),-,VitalSigns 
8517,Generic Pressure 1 (P1) Systolic,-,VitalSigns 
8518,Generic Pressure 1 (P1) Diastolic,-,VitalSigns 
8519,Generic Pressure 1 (P1) Mean,-,VitalSigns 
8521,Generic Pressure 2 (P2) Systolic,-,VitalSigns 
8522,Generic Pressure 2 (P2) Diastolic,-,VitalSigns 
8523,Generic Pressure 2 (P2) Mean,-,VitalSigns 
8525,Generic Pressure 3 (P3) Systolic,-,VitalSigns 
8526,Generic Pressure 3 (P3) Diastolic,-,VitalSigns 
8527,Generic Pressure 3 (P3) Mean,-,VitalSigns 
8529,Generic Pressure 4 (P4) Systolic,-,VitalSigns 
8530,Generic Pressure 4 (P4) Diastolic,-,VitalSigns 
8531,Generic Pressure 4 (P4) Mean,-,VitalSigns 
8535,Incubator Humidity,-,OtherMeasuredData 
8536,Predictive Oral Temperature,-,VitalSigns 
8537,Predictive Rectal Temperature,-,VitalSigns 
8538,Predictive Axillary Temperature,-,VitalSigns 
8539,Perfusion (Telemetry),-,VitalSigns 
8541,Right to Left Heart Shunt,-,VitalSigns 
8542,Adjusted PcO2 (at Patient Temperature),-,VitalSigns 
8543,Adjusted Arterial PaO2 (at Patient Temperature),-,VitalSigns 
8544,Pulse Rate from Plethysmogram (Right),-,VitalSigns 
8549,Patient O2 Consumption per Body Surface,-,VitalSigns 
8550,Patient O2 Consumption per Body Weight,-,VitalSigns 
8560,Ideal Patient Weight,-,PatientInfo 
8562,End Flow Setting,-,Settings 
8564,PSV Backup Delay Setting,-,Settings 
8640,Technical Alarm Internal Source ID,unitless,Alarms 
8641,Technical Alarm Source Type,unitless,Alarms 
8642,Device Technical Alarm,unitless,Alarms 
8643,Patient Alarm Internal Source ID,unitless,Alarms 
8644,Patient Alarm Source Type,unitless,Alarms 
8645,Patient Alarm,unitless,Alarms 
8656,Accoustic Respiration Rate Wave,-,Waveforms 
8703,Blood Temperature Wave,-,Waveforms 
8714,Non-specific Pressure 1 Wave,-,Waveforms 
8715,Generic Invasive Blood Pressure P1,-,VitalSigns 
8716,Generic Invasive Blood Pressure P1 Systolic,-,VitalSigns 
8717,Generic Invasive Blood Pressure P1 Diastolic,-,VitalSigns 
8718,Generic Invasive Blood Pressure P1 Mean,-,VitalSigns 
8719,Non-specific Pressure 2 Wave,-,Waveforms 
8720,Generic Invasive Blood Pressure P2,-,VitalSigns 
8721,Generic Invasive Blood Pressure P2 Systolic,-,VitalSigns 
8722,Generic Invasive Blood Pressure P2 Diastolic,-,VitalSigns 
8723,Generic Invasive Blood Pressure P2 Mean,-,VitalSigns 
8724,Non-specific Pressure 3 Wave,-,Waveforms 
8725,Generic Invasive Blood Pressure P3,-,VitalSigns 
8726,Generic Invasive Blood Pressure P3 Systolic,-,VitalSigns 
8727,Generic Invasive Blood Pressure P3 Diastolic,-,VitalSigns 
8728,Generic Invasive Blood Pressure P3 Mean,-,VitalSigns 
8729,Non-specific Pressure 4 Wave,-,Waveforms 
8730,Generic Invasive Blood Pressure P4,-,VitalSigns 
8731,Generic Invasive Blood Pressure P4 Systolic,-,VitalSigns 
8732,Generic Invasive Blood Pressure P4 Diastolic,-,VitalSigns 
8733,Generic Invasive Blood Pressure P4 Mean,-,VitalSigns 
8734,Non-specific Pressure 5 Wave,-,Waveforms 
8735,Generic Invasive Blood Pressure P5,-,VitalSigns 
8736,Generic Invasive Blood Pressure P5 Systolic,-,VitalSigns 
8737,Generic Invasive Blood Pressure P5 Diastolic,-,VitalSigns 
8738,Generic Invasive Blood Pressure P5 Mean,-,VitalSigns 
8739,Non-specific Pressure 6 Wave,-,Waveforms 
8740,Generic Invasive Blood Pressure P6,-,VitalSigns 
8741,Generic Invasive Blood Pressure P6 Systolic,-,VitalSigns 
8742,Generic Invasive Blood Pressure P6 Diastolic,-,VitalSigns 
8743,Generic Invasive Blood Pressure P6 Mean,-,VitalSigns 
8744,Non-specific Pressure 7 Wave,-,Waveforms 
8745,Generic Invasive Blood Pressure P7,-,VitalSigns 
8746,Generic Invasive Blood Pressure P7 Systolic,-,VitalSigns 
8747,Generic Invasive Blood Pressure P7 Diastolic,-,VitalSigns 
8748,Generic Invasive Blood Pressure P7 Mean,-,VitalSigns 
8749,Non-specific Pressure 8 Wave,-,Waveforms 
8750,Generic Invasive Blood Pressure P8,-,VitalSigns 
8751,Generic Invasive Blood Pressure P8 Systolic,-,VitalSigns 
8752,Generic Invasive Blood Pressure P8 Diastolic,-,VitalSigns 
8753,Generic Invasive Blood Pressure P8 Mean,-,VitalSigns 
8754,Intra-Uterine Pressure (IUP) Wave,-,Waveforms 
8755,Intra-Uterine Pressure,-,VitalSigns 
8756,Intra-Uterine Pressure Systolic,-,VitalSigns 
8757,Intra-Uterine Pressure Diastolic,-,VitalSigns 
8758,Intra-Uterine Pressure Mean,-,VitalSigns 
8760,Unspecified Blood Pressure,-,VitalSigns 
8761,Unspecified Blood Pressure Systolic,-,VitalSigns 
8762,Unspecified Blood Pressure Diastolic,-,VitalSigns 
8763,Unspecified Blood Pressure Mean,-,VitalSigns 
8788,Airway Flow Wave,-,Waveforms 
8789,Auxiliary Wave/Parameter,-,VitalSigns 
8790,Global Ejection Fraction (2),-,VitalSigns 
8791,Pulmonary Vascular Permeability Index (2),-,VitalSigns 
8793,Pressure Drop,-,OtherMeasuredData 
8803,Replacement Pre-delivered Rate Setting,-,Settings 
8804,Replacement Post-delivered Rate Setting,-,Settings 
8805,Pre-blood Flow Rate Setting,-,Settings 
8806,Patient Weight Balance Setting,-,Settings 
8808,Anticoagulant Bolus Interval Setting,-,Settings 
8809,Anticoagulant Infusion Rate Setting,-,Settings 
8810,Ultrafiltration Ratio Setting,-,Settings 
8811,Therapy Elapsed Time,-,OtherMeasuredData 
8812,Airway Volume,-,VitalSigns 
8813,Processed Cumulated Blood Volume,-,VitalSigns 
8814,Replacement Pre-delivered Cumulated Volume,-,VitalSigns 
8815,Replacement Post-delivered Cumulated Volume,-,VitalSigns 
8816,Pre-blood Cumulated Volume,-,VitalSigns 
8835,Syringe Speed,-,OtherMeasuredData 
8851,Maximum Volume Gain Setting,-,Settings 
8853,Patient Fluid Balance,-,VitalSigns 
8857,Arterial Blood Pressure (ABP) Wave,-,Waveforms 
8858,Arterial Blood Pressure (ART) Wave,-,Waveforms 
8859,Pulmonary Arterial Pressure (PAP) Wave,-,Waveforms 
8860,Central Venous Pressure (CVP) Wave,-,Waveforms 
8861,Right Atrial Pressure (RAP) Wave,-,Waveforms 
8862,Left Atrial Pressure (LAP) Wave,-,Waveforms 
8863,Intra-cranial Pressure (ICP) Wave,-,Waveforms 
8864,Umbilical Arterial Pressure (UAP) Wave,-,Waveforms 
8865,Umbilical Venous Pressure (UVP) Wave,-,Waveforms 
8866,Airway CO2 Level Waveform,-,Waveforms 
8867,Airway O2 Wave,-,Waveforms 
8868,Airway N2 Wave,-,Waveforms 
8869,Generic Agent Wave (2nd),-,Waveforms 
8870,Impedance Respiration Wave,-,Waveforms 
8871,Brachial Arterial Pressure (BAP) Wave,-,Waveforms 
8872,Intracranial Pressure 1 (IC1) Wave,-,Waveforms 
8873,Intracranial Pressure 2 (IC2) Wave,-,Waveforms 
8874,Femoral Arterial Pressure (FAP) Wave,-,Waveforms 
8875,Vector ECG Wave,-,Waveforms 
8889,Transcutaneous Heater Power,-,OtherMeasuredData 
8939,BIS Standard Deviation,-,VitalSigns 
8940,EMG Standard Deviation (BIS),-,VitalSigns 
8941,Asymmetric Index,-,VitalSigns 
9037,O2 Consumption Index Estimate,-,VitalSigns 
9110,Aortic Blood Pressure (Ao),-,VitalSigns 
9111,Umbilical Arterial Pressure (UAP),-,VitalSigns 
9112,Umbilical Venous Pressure (UVP),-,VitalSigns 
9154,Humidifier Activation Status,-,DeviceInfo 
9155,Nebulizer Time Setting,-,Settings 
9165,Edi Diaphragm Electrical Activity Waveform,-,Waveforms 
9166,Peak Diaphragm Electrical Activity (Edi),-,VitalSigns 
9167,Minimum Diaphragm Electrical Activity (Edi),-,VitalSigns 
9168,% Edi Trigger In NAVA,-,VitalSigns 
9169,% Edi Cycle Off In NAVA,-,VitalSigns 
9170,NAVA Level Setting,-,Settings 
9171,Edi Trigger Setting,-,Settings 
9196,Patient Body Mass Index (BMI),-,PatientInfo 
9270,Maximum Positive Auxiliary Pressure,-,VitalSigns 
9271,Mean Positive Auxiliary Pressure,-,VitalSigns 
9272,Minimum Positive Auxiliary Pressure,-,VitalSigns 
9286,Patient CO2 Production Indexed By Body Surface,-,VitalSigns 
9287,Patient CO2 Production Indexed By Body Weight,-,VitalSigns 
9288,Tidal Volume Indexed By Body Weight,-,VitalSigns 
9314,Functional Residual Capacity,-,VitalSigns 
9315,Corrected QT Interval (QTc),-,VitalSigns 
9317,Airway N2 Concentration,-,VitalSigns 
9318,Airway Agent Concentration,-,VitalSigns 
9321,Respiration Rate (Spirometry),-,VitalSigns 
9323,QT Heart Rate (QT-HR),-,VitalSigns 
9324,Delta QTc,-,VitalSigns 
9329,Humidification Type Setting,-,Settings 
9336,Normalized Rapid Shallow Breathing Index,-,VitalSigns 
9337,Percent of Spontaneous Inspiratory Time,-,VitalSigns 
9408,Energy Balance Calculated by Metabolics,-,VitalSigns 
9437,Alveolar Volume,-,VitalSigns 
9438,Apparatus Dead Space,-,VitalSigns 
9439,Pleth (Pre-Ductal),-,VitalSigns 
9440,Pleth (Post-Ductal),-,VitalSigns 
9441,Relative Perfusion (Pre-Ductal),-,VitalSigns 
9442,Relative Perfusion (Post-Ductal),-,VitalSigns 
9444,Cardioplegia Main Pump Time of Current Plegia Session,-,VitalSigns 
9445,Cardioplegia Main Pump Time Since Stop of Plegia Session,-,VitalSigns 
9446,Cardioplegia Main Pump Total Plegia Time,-,VitalSigns 
9447,Cardioplegia Slave Pump Time Since Start of Current Plegia Session,-,VitalSigns 
9448,Cardioplegia Slave Pump Time Since Stop of Plegia Session,-,VitalSigns 
9449,Cardioplegia Slave Pump Total Plegia Time,-,VitalSigns 
9453,PAV-based Lung Compliance,-,VitalSigns 
9454,PAV-based Patient Resistance,-,VitalSigns 
9455,PAV-based Total Resistance Estimate,-,VitalSigns 
9456,PAV-based Lung Elastance,-,VitalSigns 
9467,Backup Inspiratory Pressure Setting,-,Settings 
9476,Percent of Leakage,-,OtherMeasuredData 
9485,Maximum Inspiratory Time Setting,-,Settings 
9585,Plateau Time,-,VitalSigns 
9586,QT Baseline,-,VitalSigns 
9587,QT Heart Rate Baseline,-,VitalSigns 
9588,High Density Lipoprotein,-,VitalSigns 
9589,Low Density Lipoprotein,-,VitalSigns 
9590,C-reactive Protein,-,VitalSigns 
9591,Urine Hemoglobin,-,VitalSigns 
9595,Noninvasive Total Hemoglobin (SpHb),-,VitalSigns 
9596,Noninvasive Oxygen Content (SpOC),-,VitalSigns 
9597,Noninvasive Carboxyhemoglobin (SpCO),-,VitalSigns 
9598,Noninvasive Methemoglobin (SpMet),-,VitalSigns 
9600,Pleth Variability Index (PVI),-,VitalSigns 
9603,Regional O2 Saturation (rSO2),-,VitalSigns 
9605,rSO2 Area Under Curve (AUC),-,VitalSigns 
9610,Generic O2 Saturation (3),-,VitalSigns 
9611,Generic O2 Saturation (4),-,VitalSigns 
9612,Tissue O2 Saturation (StO2),-,VitalSigns 
9613,Nitrogen Balance (NsLoss),-,VitalSigns 
52523,Inspired O2 Concentration,%,VitalSigns 
52527,Inspired O2 Partial Pressure,mmHg,VitalSigns 
